,homepage_url,funding_total_usd,country_code,region,funding_rounds,founded_at,founded_quarter,first_funding_at,last_funding_at,label,industry
13253,1,7100000.0,USA,SF Bay Area,2,2011-01-01,1,2012-06-19,2013-08-12,5,Health and Wellness
13255,1,5850000.0,USA,Boston,3,2006-01-01,1,2013-02-02,2014-07-09,5,Software
13256,1,910000.0,USA,Portland Oregon,3,2012-09-01,3,2011-12-28,2014-01-10,3,ECommerce
13260,1,2000000.0,GBR,London,2,2013-10-01,4,2014-02-10,2014-07-16,4,Finance
13261,1,5710000.0,CAN,Ottawa,2,2001-01-01,1,2005-10-26,2013-11-12,5,Security
13262,1,5935000.0,USA,Montpelier,2,2013-01-01,1,2014-01-17,2014-10-23,5,Networking
13263,1,1200000.0,ISR,Tel Aviv,1,2012-02-01,1,2013-10-01,2013-10-01,3,Health Care
13264,1,1555000.0,USA,Hartford,1,2009-01-01,1,2011-05-09,2011-05-09,4,Curated Web
13265,1,100000.0,ARG,Buenos Aires,2,2013-07-26,3,2013-01-01,2014-09-01,2,0_other_cat
13268,1,11000000.0,BRA,Sao Paulo,3,2008-01-01,1,2011-10-11,2014-10-06,5,ECommerce
13271,1,13500000.0,GBR,Livingston,2,2003-01-01,1,2008-02-13,2010-09-06,5,0_other_cat
13276,0,2702490.0,FRA,Lyon,1,2013-01-01,1,2013-05-17,2013-05-17,4,Biotechnology
13278,1,500000.0,USA,Chicago,1,2010-01-14,1,2009-09-01,2009-09-01,1,Advertising
13282,1,250000.0,USA,NE  Other,1,2002-01-01,1,2014-02-12,2014-02-12,2,0_other_cat
13288,0,234483.0,USA,Austin,1,2006-01-01,1,2013-09-11,2013-09-11,2,Software
13294,1,2800000.0,ISR,Tel Aviv,2,2009-01-01,1,2013-05-20,2014-11-03,4,Software
13295,1,225000.0,USA,Chicago,1,2011-07-01,3,2013-01-15,2013-01-15,2,Curated Web
13296,0,2308463.0,USA,Anaheim,1,2011-01-01,1,2014-06-26,2014-06-26,4,0_other_cat
13298,1,1000000.0,USA,SF Bay Area,2,2011-01-01,1,2012-01-25,2012-11-13,3,0_other_cat
13300,1,1250000.0,USA,San Diego,2,2011-04-29,2,2012-10-01,2013-10-14,3,Networking
13305,1,1020000.0,USA,Boston,4,2010-01-07,1,2010-01-01,2012-03-22,3,Curated Web
13307,1,40000.0,CHL,Santiago,1,2013-01-01,1,2013-03-26,2013-03-26,1,ECommerce
13308,1,280000.0,USA,SF Bay Area,2,2008-09-01,3,2010-10-20,2011-01-01,2,Mobile
13315,1,4000000.0,IND,Mumbai,1,2012-01-01,1,2014-05-05,2014-05-05,5,Education
13318,1,1706750.0,USA,Minneapolis,2,2012-01-01,1,2014-02-03,2014-08-19,4,Hardware  Software
13319,1,12400000.0,USA,Charlotte,2,2006-01-01,1,2008-12-10,2012-06-12,5,Software
13320,1,855906.0,DEU,Berlin,2,2013-05-01,2,2013-10-01,2014-05-20,3,Apps
13322,1,5300000.0,USA,Cleveland,4,2005-01-01,1,2006-05-02,2014-05-05,5,0_other_cat
13324,1,32000000.0,USA,SF Bay Area,2,2009-01-01,1,2011-08-25,2014-03-25,5,Software
13326,1,350000.0,BRA,Rio de Janeiro,1,2004-09-11,3,2004-09-11,2004-09-11,2,SaaS
13327,1,1750000.0,USA,Boston,4,2007-01-01,1,2009-11-24,2013-10-01,4,Hardware  Software
13336,1,686000.0,USA,Anaheim,1,2011-01-01,1,2012-10-09,2012-10-09,3,Software
13337,1,18500003.0,USA,SF Bay Area,3,2010-01-01,1,2010-12-27,2014-01-01,5,Biotechnology
13344,1,1500000.0,USA,Washington DC,2,2012-09-07,3,2012-09-07,2013-03-15,4,Video
13345,1,682249.0,USA,Portland Maine,1,2004-12-01,4,2011-08-29,2011-08-29,3,Music
13346,1,39450000.0,USA,Los Angeles,4,2000-01-01,1,2005-01-01,2009-12-10,5,Games
13353,1,300000.0,USA,SF Bay Area,1,2005-01-01,1,2011-04-29,2011-04-29,1,Hardware  Software
13356,1,35000.0,USA,Baltimore,1,2000-02-14,1,2000-02-14,2000-02-14,1,Unknown
13358,1,2400000.0,USA,IN  Other,3,2003-01-01,1,2012-11-21,2014-05-29,4,Security
13360,0,15800000.0,USA,Boston,1,2010-01-01,1,2011-06-15,2011-06-15,5,Travel
13364,1,7500000.0,USA,Orange County California,1,2001-01-01,1,2006-09-13,2006-09-13,5,Software
13366,1,4628086.0,USA,Floridas Treasure Coast,3,2003-01-01,1,2011-06-23,2014-11-05,5,Health and Wellness
13367,1,5000000.0,USA,Raleigh,2,2006-10-01,4,2006-08-01,2008-10-07,1,Software
13369,1,9500000.0,USA,Salt Lake City,2,2009-01-01,1,2011-01-25,2013-03-26,5,0_other_cat
13372,1,5000.0,IND,IND  Other,1,2013-12-07,4,2013-10-25,2013-10-25,1,Fashion
13375,1,11215079.0,USA,Los Angeles,2,2000-01-01,1,2011-10-18,2013-09-16,5,Health Care
13379,1,250000.0,BRA,Sao Paulo,1,2014-06-01,2,2014-06-01,2014-06-01,2,Fashion
13388,1,6000000.0,USA,San Diego,1,2012-01-01,1,2014-03-06,2014-03-06,5,Software
13389,1,57312.0,TUR,Çan,1,2008-12-16,4,2009-01-01,2009-01-01,1,Curated Web
13390,1,128048.0,USA,Chicago,1,2009-01-01,1,2010-11-30,2010-11-30,2,Social Media
13391,1,750000.0,USA,Tulsa,1,2005-05-01,2,2008-04-01,2008-04-01,3,Video
13392,1,10000.0,ISR,ISR  Other,1,2010-10-10,4,2013-04-10,2013-04-10,1,Games
13393,1,975000.0,BRA,Rio de Janeiro,3,2012-07-01,3,2012-05-01,2014-02-26,3,0_other_cat
13394,0,30676.0,KOR,Seoul,1,2013-06-17,2,2013-07-01,2013-07-01,1,Software
13395,1,13950000.0,USA,SF Bay Area,2,2011-07-01,3,2007-04-18,2008-12-10,5,Enterprise Software
13398,1,7000000.0,CAN,Toronto,1,2001-01-01,1,2006-04-26,2006-04-26,5,Software
13400,1,4651033.0,IRL,Dublin,1,2000-01-01,1,2006-10-16,2006-10-16,5,Advertising
13401,1,1400000.0,CAN,Edmonton,2,2009-09-29,3,2010-08-12,2011-08-16,4,Curated Web
13402,1,1000000.0,USA,Buffalo,1,2006-01-01,1,2014-07-02,2014-07-02,3,Biotechnology
13403,1,1796000.0,USA,Boston,7,2012-01-01,1,2013-01-01,2014-08-01,4,0_other_cat
13404,1,97464.0,GBR,London,2,2013-01-01,1,2014-05-22,2014-06-10,1,Education
13411,1,18000.0,USA,Boston,1,2013-01-01,1,2013-06-01,2013-06-01,1,Education
13418,1,19391496.0,USA,SF Bay Area,2,2011-06-01,2,2011-06-23,2013-07-05,5,Education
13420,1,40000.0,USA,Tulsa,1,2010-01-01,1,2013-01-01,2013-01-01,1,Software
13421,1,7000000.0,BRA,Sao Paulo,2,2012-01-01,1,2012-11-27,2014-09-02,5,Mobile
13426,1,13000000.0,USA,SF Bay Area,2,2004-01-01,1,2009-11-03,2010-12-10,1,Hardware  Software
13427,1,753473.0,ESP,Madrid,7,2011-12-15,4,2011-12-01,2014-03-10,3,Software
13428,1,1500000.0,USA,SF Bay Area,1,2012-02-26,1,2013-01-28,2013-01-28,3,Mobile
13431,1,2450000.0,USA,SF Bay Area,1,2000-01-01,1,2010-05-25,2010-05-25,3,0_other_cat
13432,1,4350000.0,FRA,Nice,1,2002-01-01,1,2008-02-11,2008-02-11,5,0_other_cat
13433,1,2100000.0,USA,Ft Lauderdale,1,2010-01-01,1,2010-07-13,2010-07-13,4,Biotechnology
13434,1,535000.0,USA,Boston,1,2011-01-01,1,2013-03-06,2013-03-06,3,Curated Web
13436,1,2000000.0,USA,USA  Other,2,2010-01-02,1,2013-11-01,2014-11-01,4,0_other_cat
13438,1,22500.0,USA,Newark,1,2006-01-01,1,2010-10-21,2010-10-21,1,Health and Wellness
13440,0,2000000.0,USA,Cincinnati,2,2011-01-01,1,2011-01-01,2014-09-18,4,Health Care
13442,1,45084.0,AUS,Canberra,2,2012-01-01,1,2012-07-01,2014-07-01,1,0_other_cat
13443,1,21000000.0,CAN,Ottawa,1,2003-01-01,1,2010-12-06,2010-12-06,5,0_other_cat
13444,1,15000000.0,USA,Chicago,1,2000-01-01,1,2011-06-22,2011-06-22,5,Software
13446,1,50000.0,USA,Santa Barbara,1,2008-01-01,1,2006-05-20,2006-05-20,1,Apps
13447,1,8000000.0,CAN,Toronto,1,2003-01-01,1,2010-09-28,2010-09-28,5,Clean Technology
13448,1,200000.0,USA,Houston,1,2001-01-01,1,2012-02-14,2012-02-14,2,Clean Technology
13450,1,354000.0,USA,Atlanta,1,2007-01-01,1,2010-05-13,2010-05-13,2,0_other_cat
13451,1,2840000.0,NOR,Fornebu,2,2007-01-01,1,2010-02-04,2013-06-13,4,Mobile
13455,1,300000.0,USA,Pittsburgh,3,2009-01-01,1,2009-01-01,2011-12-22,2,Clean Technology
13456,1,16000000.0,USA,SF Bay Area,1,2001-01-01,1,2005-03-22,2005-03-22,5,Enterprise Software
13458,0,3000000.0,USA,Ontario  Inland Empire,1,2001-01-01,1,2010-07-27,2010-07-27,4,Hardware  Software
13460,1,2043272.0,USA,SF Bay Area,4,2010-07-01,3,2003-01-01,2013-03-03,4,Hardware  Software
13465,1,5500000.0,USA,Anaheim,1,2005-02-01,1,2009-03-10,2009-03-10,4,Health and Wellness
13466,1,5100000.0,NZL,NZL  Other,1,2003-01-01,1,2007-07-24,2007-07-24,1,Biotechnology
13469,1,8250000.0,USA,SF Bay Area,4,2008-09-01,3,2010-02-10,2014-11-05,5,Software
13471,1,510000.0,USA,Dallas,1,2007-01-01,1,2010-03-30,2010-03-30,3,Health and Wellness
13476,1,500000.0,CAN,St Johns,1,2007-01-01,1,2009-12-09,2009-12-09,3,0_other_cat
13479,1,6340407.0,KOR,Seoul,1,2013-04-19,2,2014-10-27,2014-10-27,5,Unknown
13482,1,50000.0,USA,Chicago,1,2011-02-01,1,2013-08-01,2013-08-01,1,0_other_cat
13485,1,779570.0,USA,Atlanta,1,2004-01-01,1,2009-04-29,2009-04-29,3,Software
13491,1,1500000.0,USA,Salt Lake City,1,2012-09-01,3,2014-10-06,2014-10-06,4,SaaS
13494,1,2450000.0,USA,Indianapolis,1,2005-01-01,1,2009-07-24,2009-07-24,4,Biotechnology
13495,1,3216500.0,BEL,Brussels,1,2008-10-01,4,2013-09-11,2013-09-11,4,Health Care
13503,1,8300000.0,USA,MA  Other,2,2009-01-01,1,2011-10-19,2013-04-10,5,Health Care
13508,1,2500000.0,AUS,Sydney,1,2007-01-01,1,2013-07-22,2013-07-22,4,Biotechnology
13510,1,3133502.0,GBR,London,1,2007-01-01,1,2014-11-20,2014-11-20,4,Unknown
13511,1,300000.0,USA,Newark,1,2005-01-01,1,2011-12-12,2011-12-12,2,Unknown
13512,0,3826650.0,USA,Minneapolis,1,2007-01-01,1,2009-02-17,2009-02-17,5,Health and Wellness
13513,1,8175000.0,DNK,Copenhagen,7,2007-11-01,4,2008-09-01,2013-12-01,5,Health and Wellness
13514,1,483000.0,USA,Los Angeles,1,2011-01-01,1,2014-08-14,2014-08-14,2,Biotechnology
13515,1,250000.0,USA,SF Bay Area,1,2012-02-15,1,2012-09-07,2012-09-07,2,Enterprise Software
13517,1,4250000.0,USA,SF Bay Area,1,2010-01-01,1,2012-01-25,2012-01-25,4,Mobile
13520,1,3572737.0,USA,SF Bay Area,3,2011-01-01,1,2011-10-31,2014-01-31,3,Biotechnology
13524,1,42472579.0,USA,St Louis,7,2009-01-01,1,2009-07-13,2014-07-10,5,Biotechnology
13525,1,4937793.0,USA,Peoria,5,2007-01-01,1,2010-10-08,2014-09-12,5,Biotechnology
13526,0,1500000.0,USA,SF Bay Area,1,2005-01-01,1,2007-06-14,2007-06-14,4,Biotechnology
13527,1,21500000.0,USA,Los Angeles,1,2009-01-01,1,2012-04-13,2012-04-13,5,SaaS
13529,1,287101.0,USA,Detroit,1,2007-01-01,1,2014-03-25,2014-03-25,2,Health and Wellness
13531,1,1500000.0,USA,SF Bay Area,1,2011-12-01,4,2012-05-01,2012-05-01,3,Finance
13532,1,17000000.0,CAN,Surrey,3,2007-01-01,1,2013-05-30,2014-09-05,5,Hardware  Software
13533,1,3178867.0,USA,Washington DC,1,2011-01-01,1,2014-05-19,2014-05-19,4,0_other_cat
13534,1,7000000.0,ISR,Netanya,1,2004-01-01,1,2014-08-03,2014-08-03,5,Biotechnology
13536,1,55100000.0,GBR,London,3,2003-01-01,1,2009-06-24,2011-05-03,5,Clean Technology
13537,1,230000.0,USA,Los Angeles,2,2011-06-01,2,2012-12-31,2014-02-10,2,ECommerce
13538,1,1218632.0,ESP,Madrid,1,2008-01-01,1,2010-12-05,2010-12-05,3,Clean Technology
13545,1,12000000.0,USA,Seattle,2,2003-01-01,1,2008-11-04,2010-04-27,5,Clean Technology
13546,1,7200000.0,CAN,Ottawa,2,2004-01-01,1,2009-05-21,2010-05-27,5,Hardware  Software
13551,1,150000.0,ITA,Florence,1,2011-09-01,3,2013-01-30,2013-01-30,2,Internet
13552,1,500000.0,USA,Boston,2,2002-01-15,1,2011-12-19,2012-02-24,3,Software
13553,1,126321.0,ITA,Rome,4,2010-01-01,1,2012-02-01,2012-11-01,2,Software
13554,1,8380000.0,NOR,Sandnes,1,2006-01-01,1,2008-08-26,2008-08-26,5,Clean Technology
13555,1,2000000.0,USA,Charleston South Carolina,1,2001-01-01,1,2010-01-19,2010-01-19,4,Hardware  Software
13556,1,30000000.0,USA,Orange County California,1,2003-01-01,1,2009-04-23,2009-04-23,5,Clean Technology
13559,1,30000000.0,USA,Honolulu,1,2010-01-01,1,2013-09-06,2013-09-06,5,Clean Technology
13561,1,100000.0,USA,Boston,1,2011-05-03,2,2013-05-31,2013-05-31,2,Clean Technology
13563,0,8986925.0,USA,Washington DC,1,2011-01-01,1,2011-09-29,2011-09-29,5,Security
13564,1,13000000.0,NOR,Oslo,1,2007-11-01,4,2010-03-18,2010-03-18,5,0_other_cat
13565,1,5050000.0,USA,NE  Other,4,2009-01-01,1,2010-08-12,2014-08-21,5,0_other_cat
13566,1,3000000.0,USA,Boston,1,2011-05-01,2,2012-02-13,2012-02-13,4,Clean Technology
13570,1,100000.0,USA,SF Bay Area,1,2013-08-01,3,2013-12-01,2013-12-01,2,ECommerce
13571,1,2000000.0,USA,Boston,1,2009-01-01,1,2010-01-05,2010-01-05,4,Clean Technology
13572,1,200000.0,GBR,London,1,2011-01-01,1,2013-04-01,2013-04-01,2,Clean Technology
13574,1,704626.0,USA,Boston,1,2009-06-10,2,2014-10-01,2014-10-01,3,Clean Technology
13575,1,14193058.0,USA,Seattle,6,2008-11-17,4,2009-07-01,2014-07-01,5,Software
13577,1,100000.0,USA,Allentown,1,2004-04-01,2,2006-06-15,2006-06-15,2,ECommerce
13580,1,250000.0,CAN,Toronto,1,2008-01-01,1,2014-02-24,2014-02-24,2,Clean Technology
13587,1,1940000.0,USA,New York City,4,2011-01-18,1,2011-01-01,2014-09-01,4,Analytics
13588,1,5200000.0,USA,Manchester New Hampshire,3,2006-01-01,1,2011-09-14,2013-07-18,5,0_other_cat
13589,1,26000000.0,USA,SF Bay Area,3,2008-01-01,1,2010-02-16,2012-02-23,5,Clean Technology
13590,1,1700000.0,USA,Los Angeles,3,2012-01-01,1,2010-07-01,2014-09-11,4,Analytics
13591,1,13477235.0,USA,SF Bay Area,5,2000-01-01,1,2013-08-20,2014-08-28,5,Biotechnology
13593,1,10950591.0,FIN,Helsinki,3,2010-01-01,1,2012-01-17,2014-08-28,5,Clean Technology
13594,1,1794845.0,USA,Boston,1,2011-01-01,1,2014-03-13,2014-03-13,4,Biotechnology
13595,1,1000000.0,CAN,Toronto,1,2009-02-15,1,2011-10-19,2011-10-19,3,Mobile
13596,1,7500000.0,USA,MA  Other,1,2010-05-01,2,2014-07-25,2014-07-25,5,0_other_cat
13599,1,40000000.0,RUS,Moscow,3,2003-10-01,4,2005-01-01,2008-01-01,1,Mobile
13601,1,1000000.0,USA,Orlando,1,2012-11-01,4,2014-04-15,2014-04-15,3,Mobile
13603,1,6000000.0,CAN,Montreal,1,2008-01-01,1,2014-02-02,2014-02-02,5,Analytics
13604,1,3000000.0,USA,New York City,1,2009-01-01,1,2011-04-01,2011-04-01,4,Enterprise Software
13605,1,4439350.0,USA,Chicago,2,2007-01-01,1,2009-08-07,2010-11-16,5,Health and Wellness
13606,1,3880802.0,GBR,London,1,2010-01-01,1,2012-07-23,2012-07-23,5,Software
13607,1,465000.0,USA,New York City,1,2012-01-01,1,2012-12-30,2012-12-30,2,Analytics
13608,1,540000.0,CAN,Toronto,1,2012-01-01,1,2012-02-15,2012-02-15,1,Curated Web
13609,1,2600000.0,USA,SF Bay Area,1,2011-02-10,1,2013-08-06,2013-08-06,4,Curated Web
13610,1,6100000.0,USA,Duluth,1,2001-01-01,1,2005-09-26,2005-09-26,1,Hardware  Software
13612,1,1022691.0,AUS,Sydney,1,2000-01-01,1,2011-07-27,2011-07-27,3,Biotechnology
13615,1,37500000.0,USA,SF Bay Area,3,2006-01-01,1,2008-01-01,2009-10-07,5,Apps
13616,1,150000.0,USA,Hartford,1,2013-01-01,1,2013-09-09,2013-09-09,2,Clean Technology
13617,1,60000.0,ZAF,Johannesburg,1,2008-05-14,2,2008-05-18,2008-05-18,1,Apps
13620,1,40000.0,USA,Atlanta,1,2011-01-01,1,2011-07-25,2011-07-25,1,0_other_cat
13621,1,1300000.0,USA,Boston,2,2009-01-01,1,2012-03-01,2013-05-16,4,Education
13622,1,41250.0,HKG,Hong Kong,1,2010-01-01,1,2014-01-01,2014-01-01,1,Education
13623,1,13954577.0,USA,Boston,4,2008-01-01,1,2009-10-02,2013-01-01,5,Education
13625,1,8000000.0,USA,Los Angeles,3,2003-01-01,1,2011-10-01,2013-07-03,4,Software
13633,1,250000.0,USA,Newark,2,2012-01-01,1,2012-07-19,2012-09-20,2,Software
13635,1,6415000.0,USA,New York City,3,2011-01-01,1,2012-04-17,2014-01-30,5,Analytics
13636,1,32500000.0,GBR,London,3,2002-04-01,2,2004-09-20,2008-08-06,1,Enterprise Software
13637,1,400000.0,ESP,ESP  Other,1,2011-01-01,1,2013-10-07,2013-10-07,2,Software
13638,1,1100000.0,AUS,Sydney,2,2006-01-01,1,2008-01-01,2008-01-01,1,Software
13639,1,7424000.0,FIN,Helsinki,1,2005-01-01,1,2008-02-22,2008-02-22,5,Clean Technology
13643,1,195315.0,ITA,ITA  Other,1,2013-03-04,1,2013-03-04,2013-03-04,2,0_other_cat
13646,1,25000.0,USA,Akron  Canton,1,2009-01-01,1,2009-09-16,2009-09-16,1,Software
13649,1,55625000.0,USA,SF Bay Area,5,2009-01-01,1,2009-07-31,2014-08-20,5,Clean Technology
13653,1,2000000.0,USA,SF Bay Area,1,2014-01-01,1,2014-10-28,2014-10-28,4,Unknown
13655,1,7000000.0,ISR,ISR  Other,1,2005-10-01,4,2014-05-18,2014-05-18,5,0_other_cat
13656,1,750000.0,USA,Austin,2,2012-10-01,4,2012-10-01,2013-03-01,3,Apps
13658,1,3735202.0,USA,SF Bay Area,2,2008-01-01,1,2011-05-23,2013-09-30,4,Software
13659,1,4109209.0,GBR,GBR  Other,3,2010-02-01,1,2010-07-01,2014-02-17,5,Hardware  Software
13660,1,1500000.0,USA,Anaheim,2,2010-01-01,1,2011-10-05,2013-01-28,4,Hardware  Software
13662,1,40673570.0,DEU,Oberhaching,5,2001-01-01,1,2002-02-13,2009-12-15,5,Mobile
13668,1,7699316.0,FRA,Paris,2,2008-01-01,1,2011-11-03,2013-07-09,4,Software
13670,1,15000003.0,USA,SF Bay Area,1,2006-01-01,1,2012-03-07,2012-03-07,5,0_other_cat
13673,1,2500000.0,USA,Los Angeles,2,2012-01-01,1,2012-09-21,2014-04-17,4,Software
13675,1,1000000.0,NZL,NZL  Other,1,2002-01-01,1,2006-02-16,2006-02-16,3,Software
13677,1,75762.0,GBR,London,1,2013-08-01,3,2013-12-10,2013-12-10,1,Social Media
13678,1,2642814.0,USA,Seattle,4,2008-01-01,1,2009-11-13,2013-01-18,4,Software
13679,1,500000.0,USA,New York City,1,2013-01-01,1,2014-01-14,2014-01-14,3,Mobile
13683,1,12100900.0,USA,SF Bay Area,2,2001-01-01,1,2008-01-31,2012-01-01,5,SaaS
13684,1,46000000.0,USA,New York City,2,2000-01-01,1,2009-09-18,2012-05-10,5,Advertising
13686,1,1783500.0,KOR,Seoul,1,2007-07-07,3,2012-03-01,2012-03-01,4,Mobile
13687,1,55500000.0,USA,SF Bay Area,2,2009-01-01,1,2012-09-12,2014-01-29,5,Enterprise Software
13689,1,2000000.0,THA,Bangkok,1,2009-07-01,3,2010-07-01,2010-07-01,3,ECommerce
13694,1,2950000.0,ISR,Tel Aviv,2,2007-01-01,1,2008-01-30,2014-01-30,4,Clean Technology
13695,1,3500000.0,USA,Minneapolis,1,2009-01-01,1,2011-11-07,2011-11-07,3,Security
13696,1,10652300.0,KOR,Seoul,7,2007-04-04,2,2007-04-01,2014-04-25,5,Hardware  Software
13697,1,6454000.0,GBR,London,6,2012-01-01,1,2012-01-01,2013-06-20,5,Mobile
13698,1,20000000.0,USA,Wilmington Delaware,1,2012-10-01,4,2012-10-03,2012-10-03,5,Clean Technology
13699,1,2500000.0,USA,Houston,2,2008-01-01,1,2010-06-10,2012-06-06,4,0_other_cat
13703,1,3675000.0,USA,Denver,2,2010-01-01,1,2010-08-17,2013-08-12,4,0_other_cat
13707,1,6000000.0,USA,Dallas,4,2007-01-01,1,2013-08-02,2014-07-02,5,Software
13709,1,2057228.0,USA,Raleigh,3,2002-01-01,1,2009-10-18,2011-10-07,4,Biotechnology
13710,1,1020000.0,BEL,Brussels,1,2003-01-01,1,2005-12-16,2005-12-16,3,Software
13712,0,50000000.0,MYS,Kuala Lumpur,1,2000-02-01,1,2008-01-01,2008-01-01,5,Enterprise Software
13714,1,8675487.0,USA,SF Bay Area,4,2011-05-01,2,2012-07-01,2014-09-19,5,Software
13716,1,6000.0,USA,Atlanta,1,2013-02-17,1,2013-10-24,2013-10-24,1,0_other_cat
13717,1,1000000.0,RUS,Moscow,1,2005-01-01,1,2008-05-22,2008-05-22,1,Games
13718,1,20494987.0,FRA,Paris,2,2012-01-01,1,2012-03-23,2014-05-05,5,Health Care
13719,1,15896351.0,USA,Minneapolis,1,2002-01-01,1,2009-02-27,2009-02-27,5,Biotechnology
13721,1,9542.0,GBR,London,1,2006-11-06,4,2006-11-01,2006-11-01,3,Enterprise Software
13727,1,4000000.0,USA,New York City,1,2004-07-01,3,2007-02-26,2007-02-26,1,Software
13729,1,1300000.0,CAN,Calgary,1,2009-01-01,1,2014-08-08,2014-08-08,4,0_other_cat
13730,1,2600000.0,USA,SF Bay Area,3,2011-01-01,1,2012-04-01,2012-12-03,4,0_other_cat
13731,1,1500000.0,USA,Portland Oregon,1,2007-01-01,1,2013-11-14,2013-11-14,4,Biotechnology
13732,1,3300000.0,USA,Salt Lake City,2,2007-01-01,1,2007-08-01,2009-09-25,3,Enterprise Software
13734,1,671750.0,USA,Raleigh,2,2003-01-01,1,2013-07-31,2014-08-14,3,0_other_cat
13740,1,10750000.0,USA,Dallas,3,2009-01-01,1,2011-11-21,2013-11-05,5,Clean Technology
13742,1,6800301.0,USA,Nashville,6,2005-01-01,1,2010-02-02,2014-07-09,5,Software
13743,1,25000.0,USA,Boston,1,2009-01-01,1,2013-08-21,2013-08-21,1,Hardware  Software
13746,1,70000.0,USA,Hartford,2,2007-11-01,4,2007-01-01,2007-11-01,3,Advertising
13750,1,40000.0,CHL,Santiago,1,2012-09-10,3,2014-06-01,2014-06-01,1,ECommerce
13752,1,2000.0,FRA,Paris,1,2013-12-04,4,2013-12-04,2013-12-04,1,Advertising
13756,1,3500000.0,FRA,Paris,1,2005-03-01,1,2011-03-16,2011-03-16,3,Software
13757,1,40000.0,USA,Madison,1,2008-11-01,4,2010-12-02,2010-12-02,3,Curated Web
13758,1,1647000.0,USA,SF Bay Area,1,2014-01-01,1,2014-07-02,2014-07-02,4,SaaS
13760,0,13000000.0,USA,Portland Oregon,1,2003-01-01,1,2006-01-12,2006-01-12,5,0_other_cat
13761,1,29941703.0,USA,New York City,6,2009-01-01,1,2011-05-23,2014-08-04,5,Biotechnology
13762,1,13000000.0,ISR,Tel Aviv,2,2003-01-01,1,2006-09-18,2007-11-15,1,Software
13763,1,539450.0,TUR,Istanbul,2,2008-12-28,4,2008-12-28,2010-05-01,3,Finance
13765,1,235000.0,USA,Los Angeles,2,2011-01-01,1,2012-06-21,2013-01-16,2,Enterprise Software
13769,1,40000.0,BRA,Sao Paulo,1,2012-01-01,1,2012-11-21,2012-11-21,1,Games
13770,1,27300000.0,USA,SF Bay Area,3,2007-01-01,1,2008-10-23,2011-01-26,5,Clean Technology
13773,1,1672580.0,FRA,Paris,1,2006-01-01,1,2013-09-05,2013-09-05,4,Fashion
13782,1,6000000.0,USA,SF Bay Area,1,2006-01-01,1,2006-01-01,2006-01-01,5,Software
13783,1,2500000.0,USA,Indianapolis,1,2001-01-01,1,2014-10-14,2014-10-14,4,Software
13784,1,25000000.0,USA,Raleigh,1,2013-01-01,1,2013-11-12,2013-11-12,5,Biotechnology
13790,1,42500000.0,USA,SF Bay Area,4,2000-01-01,1,2008-09-01,2012-01-01,5,Software
13791,1,3329300.0,FRA,Paris,1,2009-01-01,1,2013-04-16,2013-04-16,4,Curated Web
13794,1,1500000.0,USA,SF Bay Area,1,2013-01-01,1,2014-09-16,2014-09-16,4,Software
13795,1,500000.0,USA,Dallas,1,2013-11-04,4,2014-06-18,2014-06-18,3,0_other_cat
13798,1,14269616.0,USA,Denver,5,2006-01-01,1,2007-02-20,2013-01-30,5,Software
13804,1,4100000.0,ISR,Tel Aviv,1,2001-01-01,1,2010-01-11,2010-01-11,5,Biotechnology
13805,1,8298202.0,USA,San Antonio,5,2007-01-01,1,2009-04-01,2014-04-16,5,Biotechnology
13808,1,32000000.0,USA,Boston,2,2005-01-01,1,2006-04-01,2007-03-01,1,Social Network Media
13809,1,1250000.0,USA,Newark,2,2011-02-11,1,2013-05-01,2013-10-01,3,Health and Wellness
13810,1,11800000.0,USA,SF Bay Area,2,2001-01-03,1,2007-02-09,2009-11-30,5,Hardware  Software
13811,1,2348619.0,USA,Baltimore,1,2009-01-01,1,2010-06-28,2010-06-28,4,ECommerce
13812,1,15000000.0,USA,New York City,1,2007-01-01,1,2013-05-20,2013-05-20,5,Clean Technology
13813,1,293925.0,USA,Seattle,1,2000-01-01,1,2009-07-23,2009-07-23,2,SaaS
13818,1,1982219.0,CAN,Vancouver,4,2012-01-09,1,2012-11-26,2014-02-19,4,Software
13819,1,2498750.0,USA,Dallas,4,2001-01-01,1,2011-06-03,2013-09-16,4,Software
13820,1,1650000.0,USA,SF Bay Area,2,2012-11-04,4,2012-11-04,2013-01-10,4,0_other_cat
13822,1,1400000.0,USA,SF Bay Area,1,2012-10-01,4,2014-04-04,2014-04-04,4,ECommerce
13824,1,50000.0,USA,SF Bay Area,1,2012-01-01,1,2012-09-11,2012-09-11,1,Education
13825,1,250104.0,USA,Manchester New Hampshire,1,2004-01-01,1,2013-07-14,2013-07-14,2,Hardware  Software
13827,1,575000.0,USA,Austin,1,2013-04-01,2,2014-02-19,2014-02-19,3,Health and Wellness
13828,1,1000000.0,USA,Chicago,1,2001-01-01,1,2011-02-18,2011-02-18,3,Enterprise Software
13829,1,637757.0,DEU,Frankfurt,1,2003-01-01,1,2014-10-16,2014-10-16,3,0_other_cat
13831,1,2750000.0,USA,Syracuse,2,2012-01-01,1,2014-02-24,2014-09-26,4,Hardware  Software
13832,1,650000.0,USA,Sacramento,1,2000-05-31,2,2003-04-27,2003-04-27,3,Software
